Index,Sequence,label,Start_time,End_time,output,conv1,conv2,conv3
7826,317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317 317,0,2005-08-28-02.12.14.282552,2005-08-28 02:12:50.151823,"5.393100261688232,-5.131289482116699","0.0,4.837158679962158,1.618776798248291,0.0,5.671159267425537,2.7939364910125732,3.3357086181640625,1.9689213037490845,0.0,2.4467077255249023,0.0,3.7681570053100586,0.0,4.129738807678223,4.077900409698486,0.0","0.0,0.0,0.0,0.0,3.236690044403076,0.0,0.0,3.0402092933654785,0.0,3.2701127529144287,0.0,0.0,5.496844291687012,6.11743688583374,0.0,5.0081586837768555","0.0,4.8774919509887695,0.0,0.6292116641998291,5.761218547821045,3.3835768699645996,0.0,0.0,7.745619297027588,0.0,3.7144792079925537,0.0,1.8694771528244019,2.3593780994415283,5.134203910827637,3.855438709259033"
8783,94 94 314 314 191 191,0,2005-09-10-02.43.57.339147,2005-09-10 02:43:58.113443,"6.276220798492432,-5.707714557647705","0.0,5.374070644378662,0.5980734825134277,0.0,7.17237663269043,3.4207098484039307,3.4436399936676025,1.9472771883010864,0.0,3.4499175548553467,0.0,4.10209846496582,0.0,5.719673156738281,3.3293657302856445,0.0","0.0,0.0,0.0,0.0,3.049503803253174,0.0,0.0,3.5995233058929443,0.0,2.928828477859497,0.0,0.0,5.802066326141357,7.854002475738525,0.0,6.141048908233643","0.0,5.302915573120117,0.0,0.0,8.198332786560059,3.711900234222412,0.0,0.0,8.851043701171875,0.0,4.39320707321167,0.0,1.0342353582382202,3.7437942028045654,6.541196823120117,4.235482215881348"
8597,228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228 228,0,2005-09-07-00.00.50.297433,2005-09-07 00:01:26.228387,"2.0796289443969727,-2.3005073070526123","0.0,2.3670334815979004,1.181649923324585,0.0,2.3338115215301514,1.265950083732605,0.6232975721359253,0.7061803936958313,0.0,0.7699998021125793,0.0,1.9764348268508911,0.0,2.029503107070923,1.7634724378585815,0.0","0.0,0.0,0.0,0.0,1.158227801322937,0.0,0.0,0.8925334215164185,0.0,0.7112448215484619,0.0,0.0,1.9679315090179443,2.6109602451324463,0.0,2.132777690887451","0.0,1.8098244667053223,0.0,0.0,3.3660831451416016,1.5771236419677734,0.0,0.0,3.95337176322937,0.0,1.0359653234481812,0.0,0.4710133671760559,0.8341440558433533,2.1137688159942627,1.4580656290054321"
607,94 94 94 310 218 314 314 314 191 191 314 191,0,2005-06-10-10.49.14.085832,2005-06-10 10:49:14.806489,"6.1779680252075195,-5.77142333984375","0.0,5.295851230621338,0.8997706770896912,0.0,6.779626846313477,3.3751273155212402,3.387111186981201,1.691626787185669,0.0,3.382046699523926,0.0,4.160418510437012,0.0,5.558408737182617,3.4807398319244385,0.0","0.0,0.0,0.0,0.0,3.0050668716430664,0.0,0.0,3.4742431640625,0.0,2.9596102237701416,0.0,0.0,5.983284950256348,7.51807975769043,0.0,5.885498046875","0.0,5.248067378997803,0.0,0.310886412858963,8.05356216430664,3.639468193054199,0.0,0.0,8.898598670959473,0.0,4.653937816619873,0.0,1.291354775428772,3.7155396938323975,6.483163356781006,4.4324235916137695"
8663,99 227 191 191 70 191 191 191 238 70 249 70 255 70 243 70,0,2005-09-07-18.55.26.277132,2005-09-07 18:55:52.750210,"5.8087029457092285,-5.547853469848633","0.0,5.398153305053711,0.9720717668533325,0.0,7.212352752685547,3.335979461669922,3.3787460327148438,1.6415053606033325,0.0,3.201319694519043,0.0,3.91011643409729,0.0,5.477062702178955,3.4408516883850098,0.0","0.0,0.0,0.0,0.0,2.6448934078216553,0.0,0.0,3.5445289611816406,0.0,2.0807087421417236,0.0,0.0,5.817580223083496,7.044918060302734,0.0,5.885830879211426","0.0,5.324026584625244,0.0,0.0,6.7612223625183105,3.2581048011779785,0.0,0.0,8.904144287109375,0.0,4.663853645324707,0.0,0.8188071846961975,2.9916832447052,5.6994099617004395,4.351596832275391"
8718,35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35,0,2005-09-08-15.36.50.414948,2005-09-08 15:37:07.722400,"5.387983798980713,-5.015040397644043","0.0,4.931200981140137,0.61806321144104,0.0,6.3067402839660645,2.942586660385132,3.1838974952697754,1.4664182662963867,0.0,2.584141731262207,0.0,3.359579086303711,0.0,4.365540981292725,3.537029266357422,0.0","0.0,0.0,0.0,0.0,2.903341054916382,0.0,0.0,3.308236598968506,0.0,2.6519529819488525,0.0,0.0,5.558861255645752,5.994383335113525,0.0,5.150039196014404","0.0,5.028628826141357,0.0,0.0,5.645403861999512,3.1794848442077637,0.0,0.0,8.066060066223145,0.0,4.195982933044434,0.0,0.9902099967002869,2.6367313861846924,5.278187274932861,4.005601406097412"
20,208 208 208 93 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208 208,0,2005-06-03-15.54.50.539409,2005-06-03 15:55:25.932353,"3.115022659301758,-3.3438689708709717","0.0,2.968827247619629,1.1068391799926758,0.0,3.5799500942230225,1.8096922636032104,1.5229873657226562,0.6609376668930054,0.0,1.4733325242996216,0.0,2.334050416946411,0.0,3.242509365081787,1.8865139484405518,0.0","0.0,0.0,0.0,0.0,1.6921828985214233,0.0,0.0,1.8506487607955933,0.0,0.6774603128433228,0.0,0.0,3.077498197555542,4.439023017883301,0.0,3.3769099712371826","0.0,2.8391380310058594,0.0,0.0,4.894681453704834,1.7893400192260742,0.0,0.0,5.265228748321533,0.0,2.426201581954956,0.0,0.10746925324201584,1.613327980041504,3.029010772705078,2.81207275390625"
8318,94 94 314 314 191 191,0,2005-09-02-22.13.26.669741,2005-09-02 22:13:27.239648,"6.276220798492432,-5.707714557647705","0.0,5.374070644378662,0.5980734825134277,0.0,7.17237663269043,3.4207098484039307,3.4436399936676025,1.9472771883010864,0.0,3.4499175548553467,0.0,4.10209846496582,0.0,5.719673156738281,3.3293657302856445,0.0","0.0,0.0,0.0,0.0,3.049503803253174,0.0,0.0,3.5995233058929443,0.0,2.928828477859497,0.0,0.0,5.802066326141357,7.854002475738525,0.0,6.141048908233643","0.0,5.302915573120117,0.0,0.0,8.198332786560059,3.711900234222412,0.0,0.0,8.851043701171875,0.0,4.39320707321167,0.0,1.0342353582382202,3.7437942028045654,6.541196823120117,4.235482215881348"
8934,94 94 94 70 94 314 314 314 99 314 191 191 191 99 191,0,2005-09-14-13.52.20.966183,2005-09-14 13:52:22.564751,"6.425922870635986,-5.925929546356201","0.0,5.633965969085693,0.8556073904037476,0.0,7.453165054321289,3.534919261932373,3.6322720050811768,1.7728855609893799,0.0,3.4420361518859863,0.0,4.244430065155029,0.0,5.641979694366455,3.4698374271392822,0.0","0.0,0.0,0.0,0.0,3.182295799255371,0.0,0.0,3.7254638671875,0.0,3.011066198348999,0.0,0.0,6.218998908996582,7.644107341766357,0.0,6.143465518951416","0.0,5.533529758453369,0.0,0.0,8.164880752563477,3.7197933197021484,0.0,0.0,9.06355094909668,0.0,4.847637176513672,0.0,1.1590080261230469,3.7865567207336426,6.572039604187012,4.61299991607666"
8290,30 31 30 31 45 45 30 45 45 45 45 45 45 45 45,0,2005-09-02-15.47.03.799261,2005-09-02 15:47:37.270608,"6.030025482177734,-5.52039098739624","0.0,5.008419990539551,0.6805225610733032,0.0,6.497192859649658,3.1083014011383057,3.493145227432251,1.7289539575576782,0.0,3.1850149631500244,0.0,4.150355815887451,0.0,5.243180751800537,3.5097599029541016,0.0","0.0,0.0,0.0,0.0,3.0657565593719482,0.0,0.0,3.4472923278808594,0.0,3.0639407634735107,0.0,0.0,5.779885768890381,7.257810592651367,0.0,5.5739617347717285","0.0,5.015442848205566,0.0,0.0,7.875859260559082,3.655017137527466,0.0,0.0,8.517528533935547,0.0,4.2229533195495605,0.0,1.0856044292449951,3.724403142929077,6.205202102661133,4.093738555908203"
8804,94 314 94 191 314 191,0,2005-09-10-12.00.05.210166,2005-09-10 12:00:06.338388,"6.152721405029297,-5.684670448303223","0.0,5.307807922363281,0.6511543989181519,0.0,6.869992733001709,3.2590065002441406,3.4804880619049072,1.6927636861801147,0.0,3.3706583976745605,0.0,4.083106517791748,0.0,5.518306732177734,3.4590413570404053,0.0","0.0,0.0,0.0,0.0,3.024573564529419,0.0,0.0,3.5361597537994385,0.0,2.729555368423462,0.0,0.0,5.906059265136719,7.412922382354736,0.0,5.935074329376221","0.0,5.262406349182129,0.0,0.0,7.984278202056885,3.645294666290283,0.0,0.0,8.909368515014648,0.0,4.550833225250244,0.0,0.9703711271286011,3.7300660610198975,6.517965316772461,4.302451133728027"
8889,21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21,1,2005-09-13-04.24.14.275732,2005-09-13 04:24:50.150363,"-3.180853843688965,2.4054739475250244","0.9882580637931824,0.0,0.0,1.1819003820419312,0.0,0.0,0.0,0.0,1.1150531768798828,0.0,1.354339838027954,0.0,1.5706814527511597,0.0,0.0,3.125108242034912","2.7152938842773438,2.9603400230407715,4.637812614440918,1.6177347898483276,0.0,3.791609525680542,3.56699275970459,0.0,2.809354066848755,0.0,0.22849337756633759,4.853641510009766,0.0,0.0,1.787293553352356,0.0","1.95084810256958,0.0,2.6757826805114746,0.0,0.0,0.0,0.4978371262550354,0.0,0.0,0.04575685039162636,0.0,0.0,0.0,0.0,0.0,0.0"
8386,118 118 118 118 118 118 118 118,0,2005-09-03-06.10.46.801195,2005-09-03 06:10:46.986172,"6.015870094299316,-5.537240028381348","0.0,4.994629859924316,0.5726571679115295,0.0,6.580574989318848,3.141472101211548,3.475407361984253,1.689831018447876,0.0,3.1787497997283936,0.0,4.0311598777771,0.0,5.258883953094482,3.472972869873047,0.0","0.0,0.0,0.0,0.0,3.0382277965545654,0.0,0.0,3.5658035278320312,0.0,2.8303089141845703,0.0,0.0,5.776688575744629,7.261617183685303,0.0,5.605162143707275","0.0,5.130070686340332,0.0,0.0,7.771749496459961,3.6175143718719482,0.0,0.0,8.564695358276367,0.0,4.3828558921813965,0.0,0.9364176392555237,3.7104809284210205,6.2774248123168945,4.155723571777344"
8252,79 188 94 314 191 94 314 191 94 99 314 99 314 314 191 94 314 314 314 314 191,0,2005-09-02-13.11.06.970258,2005-09-02 13:11:25.576489,"3.073984146118164,-3.2948684692382812","0.0,2.993790626525879,0.5364497303962708,0.0,3.9472873210906982,1.733650803565979,0.935157299041748,0.29483601450920105,0.0,1.832813024520874,0.0,2.288222074508667,0.0,3.6513099670410156,1.343999981880188,0.0","0.0,0.0,0.0,0.0,1.4050766229629517,0.0,0.0,1.8975484371185303,0.0,0.0,0.0,0.0,2.762793779373169,5.119467735290527,0.0,3.415314197540283","0.0,3.2019259929656982,0.0,0.0,5.329757213592529,1.6061670780181885,0.0,0.0,5.580108165740967,0.0,2.481555938720703,0.0,0.0,1.8098679780960083,3.3061490058898926,2.76790452003479"
8906,276 276 276 276 276 276 276 276 276 276,1,2005-09-13-09.01.56.147968,2005-09-13 09:02:02.163468,"-5.611780643463135,3.8946471214294434","2.187960386276245,0.0,0.03108862414956093,2.70634126663208,0.0,0.0,0.0,0.0,0.8298445343971252,0.0,2.945369243621826,0.12925602495670319,2.977039098739624,0.0,0.0,4.994311332702637","3.623552083969116,5.224639892578125,6.130651950836182,2.0644302368164062,0.0,6.41616678237915,5.469008445739746,0.0,4.405161380767822,0.0,2.6264023780822754,7.969804763793945,0.0,0.23474262654781342,2.737574815750122,0.0","2.5265274047851562,0.0,3.6577086448669434,0.0,1.4297938346862793,0.0,2.511983871459961,0.0,0.0,0.6766305565834045,0.028298519551753998,0.0,0.0,0.0,0.0,0.0"
8768,35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35,0,2005-09-09-20.53.02.283533,2005-09-09 20:53:38.171182,"5.387983798980713,-5.015040397644043","0.0,4.931200981140137,0.61806321144104,0.0,6.3067402839660645,2.942586660385132,3.1838974952697754,1.4664182662963867,0.0,2.584141731262207,0.0,3.359579086303711,0.0,4.365540981292725,3.537029266357422,0.0","0.0,0.0,0.0,0.0,2.903341054916382,0.0,0.0,3.308236598968506,0.0,2.6519529819488525,0.0,0.0,5.558861255645752,5.994383335113525,0.0,5.150039196014404","0.0,5.028628826141357,0.0,0.0,5.645403861999512,3.1794848442077637,0.0,0.0,8.066060066223145,0.0,4.195982933044434,0.0,0.9902099967002869,2.6367313861846924,5.278187274932861,4.005601406097412"
8245,276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276 276,1,2005-09-02-12.39.01.763282,2005-09-02 12:39:04.665709,"-5.692512512207031,3.966958522796631","2.197356939315796,0.0,0.0,2.7138099670410156,0.0,0.0,0.0,0.0,0.8298445343971252,0.0,2.96219801902771,0.0,2.986708164215088,0.0,0.0,5.0122528076171875","3.533602714538574,5.250320911407471,6.149456977844238,2.0803048610687256,0.0,6.457988262176514,5.499523162841797,0.0,4.425166606903076,0.0,2.632080554962158,8.007068634033203,0.0,0.0,2.7422335147857666,0.0","2.5265274047851562,0.0,3.6828343868255615,0.0,0.0,0.0,2.5253491401672363,0.0,0.0,0.6766305565834045,0.0,0.0,0.0,0.0,0.0,0.0"
5998,259 259 167 167 259 259 167 167 259 167 259 167 259 167 259 167 45 45 259 167 259 167 16 259 167 259 167 259 167 259 167 259 167 259 167 259 167 259 167 259 167 259 167 259 259 167 167 259 167 259 167 259 167 259 167 259 167 259 259 167 167 259 167 259 167 259 167 259 167 259 167 259 167 259 167 259 167 259 167 259 167 259 167 259 167 259 259 167 167 259 167 259 167 259 167 259 167 259 167 259 167 259 167 259 167 259 167 259 167 259 167 259 167 259 167 259 167 259 167 259 167 259 167 259 167 259 167 259 167 259 167 259 167 259 259 259 167 167 167 259 167 259 167,0,2005-08-04-11.02.03.097353,2005-08-04 11:02:36.228792,"5.473705768585205,-5.053771018981934","0.0,4.985962867736816,0.58601313829422,0.0,6.422876358032227,2.9955875873565674,3.2775304317474365,1.508254051208496,0.0,2.6192383766174316,0.0,3.371748208999634,0.0,4.45224666595459,3.5052120685577393,0.0","0.0,0.0,0.0,0.0,2.9034266471862793,0.0,0.0,3.322002410888672,0.0,2.7697432041168213,0.0,0.0,5.673163890838623,6.0873541831970215,0.0,5.189634799957275","0.0,5.016788005828857,0.0,0.0,5.714559078216553,3.2087082862854004,0.0,0.0,7.992302417755127,0.0,4.242011070251465,0.0,1.0523171424865723,2.7747514247894287,5.291031360626221,3.9988608360290527"
